Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2017-06-14,OpenAI,6.01,1.5,50.41,,0.34
2017-06-15,OpenAI,6.01,1.03,3.24,,0.99
2017-06-16,OpenAI,6.89,1.58,58.4,,-0.8
2017-06-17,OpenAI,7.08,1.39,38.68,,-0.06
2017-06-18,OpenAI,4.5,1.87,87.36,,0.7
2017-06-19,OpenAI,7.46,0.16,-83.63,,-0.96
2017-06-20,OpenAI,6.34,1.8,79.83,,-0.35
2017-06-21,OpenAI,5.64,1.44,43.74,,-0.89
2017-06-22,OpenAI,6.91,2.28,128.28,,-0.91
2017-06-23,OpenAI,6.23,1.16,15.55,,0.89
2017-06-24,OpenAI,6.75,1.93,92.8,,-0.77
2017-06-25,OpenAI,6.53,1.77,77.44,,0.94
2017-06-26,OpenAI,4.56,1.16,15.68,,-0.28
2017-06-27,OpenAI,4.28,1.21,21.04,AI partnership deal,0.65
2017-06-28,OpenAI,5.57,0.82,-18.43,,0.68
2017-06-29,OpenAI,5.06,1.85,85.47,AI partnership deal,1.55
2017-06-30,OpenAI,4.94,1.53,53.24,,-0.13
2017-07-01,OpenAI,6.37,1.36,35.92,,-0.27
2017-07-02,OpenAI,6.27,1.15,15.45,,-0.23
2017-07-03,OpenAI,5.82,0.78,-22.18,,-0.76
2017-07-04,OpenAI,5.31,1.21,20.65,,0.54
2017-07-05,OpenAI,6.3,2.25,124.72,,-0.62
2017-07-06,OpenAI,6.37,2.47,146.85,,0.07
2017-07-07,OpenAI,5.58,1.32,32.08,,-0.9
2017-07-08,OpenAI,5.51,1.5,50.28,,-0.76
2017-07-09,OpenAI,6.51,0.88,-11.97,,0.19
2017-07-10,OpenAI,5.55,0.32,-67.66,,-0.96
2017-07-11,OpenAI,7.57,1.12,11.63,,-0.88
2017-07-12,OpenAI,5.42,1.1,9.95,,-0.39
2017-07-13,OpenAI,5.85,1.97,96.86,,0.54
2017-07-14,OpenAI,4.32,1.32,32.39,,0.82
2017-07-15,OpenAI,7.29,0.83,-17.39,,0.44
2017-07-16,OpenAI,7.12,1.83,83.47,,-0.97
2017-07-17,OpenAI,5.6,1.96,95.57,,0.89
2017-07-18,OpenAI,5.88,2.24,124.03,,-0.33
2017-07-19,OpenAI,4.36,1.12,11.56,,1.0
2017-07-20,OpenAI,3.93,1.78,77.64,,-0.91
2017-07-21,OpenAI,3.92,1.17,17.4,,0.81
2017-07-22,OpenAI,5.71,0.9,-10.33,,-0.48
2017-07-23,OpenAI,5.63,2.57,156.59,,0.44
2017-07-24,OpenAI,5.89,0.96,-3.81,,-0.09
2017-07-25,OpenAI,4.59,2.74,173.59,,0.97
2017-07-26,OpenAI,6.76,0.95,-4.67,,0.16
2017-07-27,OpenAI,4.8,0.98,-2.14,,-0.96
2017-07-28,OpenAI,7.69,1.65,65.28,,0.25
2017-07-29,OpenAI,6.13,0.46,-53.65,,-0.09
2017-07-30,OpenAI,5.8,1.67,67.05,,0.37
2017-07-31,OpenAI,6.16,1.47,47.41,,-0.57
2017-08-01,OpenAI,5.7,1.65,65.11,,0.72
2017-08-02,OpenAI,8.43,1.92,91.78,,0.28
2017-08-03,OpenAI,8.8,0.9,-9.51,,0.24
2017-08-04,OpenAI,5.6,1.52,51.7,,0.84
2017-08-05,OpenAI,5.66,1.25,24.55,,-0.97
2017-08-06,OpenAI,5.11,1.27,26.92,,0.23
2017-08-07,OpenAI,5.91,1.93,92.87,,0.83
2017-08-08,OpenAI,5.91,1.58,57.73,,-0.13
2017-08-09,OpenAI,6.89,1.49,48.93,,-0.18
2017-08-10,OpenAI,4.47,2.71,170.61,,-0.09
2017-08-11,OpenAI,6.19,1.17,17.41,,0.88
2017-08-12,OpenAI,5.72,1.56,55.9,,0.05
2017-08-13,OpenAI,6.94,0.67,-32.54,,0.89
2017-08-14,OpenAI,4.18,1.77,77.29,,-0.77
2017-08-15,OpenAI,6.53,0.44,-55.6,,0.4
2017-08-16,OpenAI,4.73,1.09,9.23,,-0.83
2017-08-17,OpenAI,4.91,1.09,9.36,,-0.18
2017-08-18,OpenAI,6.76,0.64,-36.23,,-0.96
2017-08-19,OpenAI,5.58,2.45,144.82,,0.32
2017-08-20,OpenAI,7.16,1.4,39.56,,0.49
2017-08-21,OpenAI,6.42,1.49,48.62,,-0.94
2017-08-22,OpenAI,5.1,1.77,76.95,,0.82
2017-08-23,OpenAI,4.21,1.08,8.06,,0.22
2017-08-24,OpenAI,7.08,0.94,-5.91,,-0.46
2017-08-25,OpenAI,4.23,1.57,57.08,,-0.9
2017-08-26,OpenAI,5.49,1.43,43.06,,0.78
2017-08-27,OpenAI,6.14,0.57,-42.81,,-0.86
2017-08-28,OpenAI,4.37,1.14,13.58,,0.7
2017-08-29,OpenAI,4.68,1.79,78.56,,-0.09
2017-08-30,OpenAI,4.64,1.36,35.63,,-0.86
2017-08-31,OpenAI,6.09,1.23,23.1,,-0.45
2017-09-01,OpenAI,6.57,1.78,78.14,,-0.38
2017-09-02,OpenAI,5.11,2.0,99.59,,-0.6
2017-09-03,OpenAI,4.47,1.78,78.39,,-0.72
2017-09-04,OpenAI,5.84,1.34,33.86,,0.68
2017-09-05,OpenAI,6.12,1.49,49.18,,-0.42
2017-09-06,OpenAI,6.15,1.24,23.53,,-0.93
2017-09-07,OpenAI,5.74,1.02,2.43,,-0.18
2017-09-08,OpenAI,7.98,2.39,138.64,,-0.36
2017-09-09,OpenAI,6.85,2.23,122.54,,0.97
2017-09-10,OpenAI,7.36,1.38,37.95,,-0.28
2017-09-11,OpenAI,6.25,0.9,-10.23,,-0.86
2017-09-12,OpenAI,6.61,1.73,73.24,,0.75
2017-09-13,OpenAI,6.93,1.55,54.98,,-0.04
2017-09-14,OpenAI,7.32,1.7,70.32,,-0.93
2017-09-15,OpenAI,6.14,0.61,-39.42,,0.25
2017-09-16,OpenAI,6.32,1.1,10.15,,0.75
2017-09-17,OpenAI,5.96,0.6,-39.75,,-0.83
2017-09-18,OpenAI,5.13,1.64,64.35,,0.9
2017-09-19,OpenAI,5.71,0.47,-53.15,,-0.84
2017-09-20,OpenAI,6.87,1.19,19.34,AI partnership deal,3.38
2017-09-21,OpenAI,5.53,1.82,81.58,,0.89
2017-09-22,OpenAI,6.51,0.92,-7.86,,-0.64
2017-09-23,OpenAI,6.03,1.41,41.09,,-0.82
2017-09-24,OpenAI,5.51,2.32,131.85,,-0.64
2017-09-25,OpenAI,5.63,1.21,20.58,,-0.86
2017-09-26,OpenAI,6.01,1.07,6.82,,-0.29
2017-09-27,OpenAI,5.42,0.47,-53.34,,0.21
2017-09-28,OpenAI,8.41,1.23,23.16,,-0.52
2017-09-29,OpenAI,6.33,1.71,71.06,,0.11
2017-09-30,OpenAI,6.63,2.18,118.14,,-0.42
2017-10-01,OpenAI,7.39,2.49,149.36,,-0.26
2017-10-02,OpenAI,5.88,1.75,74.87,,-0.55
2017-10-03,OpenAI,6.09,1.31,30.51,,0.09
2017-10-04,OpenAI,6.39,0.97,-3.24,,-0.72
2017-10-05,OpenAI,5.12,1.82,82.18,,0.8
2017-10-06,OpenAI,6.21,1.35,35.18,,0.81
2017-10-07,OpenAI,4.13,2.12,111.71,,-0.37
2017-10-08,OpenAI,5.47,0.74,-26.42,,0.42
2017-10-09,OpenAI,5.89,1.26,25.84,AI speech recognition release,2.48
2017-10-10,OpenAI,6.09,1.62,61.51,,-0.91
2017-10-11,OpenAI,6.31,1.7,70.34,,-0.24
2017-10-12,OpenAI,6.26,1.58,57.7,,-0.98
2017-10-13,OpenAI,5.01,1.58,58.11,,0.06
2017-10-14,OpenAI,6.48,1.35,34.62,,-0.22
2017-10-15,OpenAI,5.89,1.44,43.91,,-0.37
2017-10-16,OpenAI,6.31,2.07,107.46,,0.66
2017-10-17,OpenAI,5.59,1.45,45.02,,0.54
2017-10-18,OpenAI,4.76,2.56,155.84,,0.07
2017-10-19,OpenAI,5.99,1.6,59.63,,0.77
2017-10-20,OpenAI,4.92,1.28,27.66,AI Video Recommendation upgrade,-0.38
2017-10-21,OpenAI,6.12,1.62,61.75,,0.69
2017-10-22,OpenAI,6.42,0.85,-15.44,,0.35
2017-10-23,OpenAI,8.04,1.63,62.59,,0.4
2017-10-24,OpenAI,5.13,1.2,19.81,,0.87
2017-10-25,OpenAI,6.6,2.01,100.99,,0.89
2017-10-26,OpenAI,7.57,1.15,14.86,,0.66
2017-10-27,OpenAI,5.84,1.68,67.96,,-0.29
2017-10-28,OpenAI,6.18,1.22,22.49,,0.09
2017-10-29,OpenAI,4.59,1.57,56.59,,0.09
2017-10-30,OpenAI,4.48,1.3,29.94,,-0.33
2017-10-31,OpenAI,5.7,0.92,-8.06,,-0.37
2017-11-01,OpenAI,6.82,0.56,-44.37,,0.42
2017-11-02,OpenAI,5.33,1.95,94.95,,0.7
2017-11-03,OpenAI,4.79,0.72,-28.16,,0.16
2017-11-04,OpenAI,6.42,0.14,-86.12,,0.1
2017-11-05,OpenAI,6.07,0.24,-75.72,,-0.79
2017-11-06,OpenAI,4.52,2.0,99.91,,0.57
2017-11-07,OpenAI,5.0,1.29,29.04,,-0.43
2017-11-08,OpenAI,4.63,1.86,86.27,,0.51
2017-11-09,OpenAI,6.35,0.53,-47.11,,0.48
2017-11-10,OpenAI,5.36,2.1,110.12,,-0.53
2017-11-11,OpenAI,5.29,1.69,68.87,,0.91
2017-11-12,OpenAI,5.47,1.45,45.15,,0.68
2017-11-13,OpenAI,6.08,0.97,-3.45,,0.89
2017-11-14,OpenAI,6.62,1.62,62.03,,0.09
2017-11-15,OpenAI,5.97,1.41,40.7,,0.38
2017-11-16,OpenAI,5.89,0.99,-1.17,,-0.56
2017-11-17,OpenAI,7.78,0.41,-58.98,,-0.44
2017-11-18,OpenAI,5.31,0.89,-11.24,,0.46
2017-11-19,OpenAI,7.91,1.33,32.93,,0.69
2017-11-20,OpenAI,1.57,1.78,77.62,,0.7
2017-11-21,OpenAI,5.65,1.57,56.87,,0.69
2017-11-22,OpenAI,7.46,1.65,65.48,,-0.56
2017-11-23,OpenAI,5.8,0.82,-17.93,,-0.39
2017-11-24,OpenAI,5.44,1.38,38.3,,0.29
2017-11-25,OpenAI,6.66,0.81,-18.79,,-0.83
2017-11-26,OpenAI,5.0,1.64,63.97,AI Ads Optimization upgrade,4.63
2017-11-27,OpenAI,4.59,0.73,-26.96,,-0.87
2017-11-28,OpenAI,6.61,1.05,5.22,,-0.45
2017-11-29,OpenAI,7.09,2.07,107.08,,0.26
2017-11-30,OpenAI,6.67,1.91,91.1,,0.88
2017-12-01,OpenAI,5.92,1.54,54.11,,0.89
2017-12-02,OpenAI,6.82,1.73,72.55,,-0.1
2017-12-03,OpenAI,5.77,0.92,-7.85,,-0.19
2017-12-04,OpenAI,5.52,1.13,13.0,,0.26
2017-12-05,OpenAI,7.27,2.23,123.15,,0.6
2017-12-06,OpenAI,7.0,1.97,96.59,,0.79
2017-12-07,OpenAI,5.82,1.34,33.63,,-0.91
2017-12-08,OpenAI,5.69,1.28,27.98,,0.73
2017-12-09,OpenAI,4.22,0.91,-9.41,,-0.81
2017-12-10,OpenAI,6.11,1.18,17.93,,-0.29
2017-12-11,OpenAI,6.5,1.46,46.21,,-0.04
2017-12-12,OpenAI,4.49,1.91,90.61,,0.04
2017-12-13,OpenAI,8.09,1.69,69.46,,0.08
2017-12-14,OpenAI,3.09,1.86,85.78,,0.97
2017-12-15,OpenAI,7.14,1.37,36.94,,-0.05
2017-12-16,OpenAI,4.87,1.28,28.14,,-0.96
2017-12-17,OpenAI,5.02,1.46,46.45,,0.05
2017-12-18,OpenAI,5.64,2.23,123.13,,-0.38
2017-12-19,OpenAI,5.01,1.66,65.95,,-0.56
2017-12-20,OpenAI,7.47,1.51,51.32,,0.85
2017-12-21,OpenAI,5.68,1.03,3.24,,0.46
2017-12-22,OpenAI,4.75,1.19,18.77,,-0.12
2017-12-23,OpenAI,6.8,1.98,97.55,,0.06
2017-12-24,OpenAI,6.26,1.16,16.24,,0.73
2017-12-25,OpenAI,5.3,1.74,74.09,,-0.58
2017-12-26,OpenAI,6.93,1.93,93.46,,-0.76
2017-12-27,OpenAI,6.71,1.13,13.11,,0.12
2017-12-28,OpenAI,7.69,1.02,2.19,,0.93
2017-12-29,OpenAI,5.2,1.45,45.0,,0.13
2017-12-30,OpenAI,5.87,1.42,41.51,,-0.99
2017-12-31,OpenAI,5.59,1.47,46.52,,-0.86
2018-01-01,OpenAI,6.27,0.98,-2.18,,0.44
2018-01-02,OpenAI,6.49,2.75,174.84,,-0.58
2018-01-03,OpenAI,7.46,2.04,104.49,,-0.53
2018-01-04,OpenAI,7.55,2.78,177.85,,-0.59
2018-01-05,OpenAI,5.21,1.89,88.98,,-0.59
2018-01-06,OpenAI,8.46,2.31,131.1,,-0.17
2018-01-07,OpenAI,5.16,1.98,97.91,,0.75
2018-01-08,OpenAI,6.52,1.69,68.74,,-0.97
2018-01-09,OpenAI,5.32,1.39,39.28,,-0.11
2018-01-10,OpenAI,5.84,1.24,23.89,,0.18
2018-01-11,OpenAI,6.69,1.55,54.8,,0.95
2018-01-12,OpenAI,5.38,1.39,38.69,,0.48
2018-01-13,OpenAI,6.84,2.66,166.49,,0.08
2018-01-14,OpenAI,7.13,2.61,161.34,,-0.15
2018-01-15,OpenAI,6.57,1.27,26.99,AI partnership deal,1.65
2018-01-16,OpenAI,5.29,1.11,11.43,,0.27
2018-01-17,OpenAI,5.84,1.43,42.94,,-0.21
2018-01-18,OpenAI,6.06,1.55,54.59,,0.43
2018-01-19,OpenAI,6.47,1.91,90.79,,0.97
2018-01-20,OpenAI,7.44,0.91,-9.42,,0.97
2018-01-21,OpenAI,6.07,1.36,35.93,,0.47
2018-01-22,OpenAI,6.68,2.07,107.32,,-0.57
2018-01-23,OpenAI,4.82,2.17,117.42,,-0.55
2018-01-24,OpenAI,5.65,0.94,-6.34,,0.57
2018-01-25,OpenAI,7.13,1.9,89.57,,-0.69
2018-01-26,OpenAI,6.09,1.83,83.01,,-0.62
2018-01-27,OpenAI,7.74,0.8,-20.49,,0.81
2018-01-28,OpenAI,6.27,1.53,52.61,,0.49
2018-01-29,OpenAI,6.27,1.53,53.01,,-0.18
2018-01-30,OpenAI,7.52,2.19,119.45,,-0.1
2018-01-31,OpenAI,5.28,2.26,126.21,,0.44
2018-02-01,OpenAI,6.27,1.75,75.04,,-0.7
2018-02-02,OpenAI,4.26,2.38,137.88,,0.59
2018-02-03,OpenAI,6.73,1.57,56.77,,-0.82
2018-02-04,OpenAI,5.44,1.6,60.14,,-0.66
2018-02-05,OpenAI,7.67,2.5,150.08,,-0.95
2018-02-06,OpenAI,5.91,1.48,48.46,,0.28
2018-02-07,OpenAI,7.39,0.91,-8.89,,-0.98
2018-02-08,OpenAI,7.24,2.5,150.02,,-0.11
2018-02-09,OpenAI,6.73,1.77,76.91,,-0.41
2018-02-10,OpenAI,5.17,2.43,143.05,,0.68
2018-02-11,OpenAI,5.85,1.29,28.85,,0.24
2018-02-12,OpenAI,5.65,1.99,98.54,,-0.25
2018-02-13,OpenAI,4.75,1.67,67.41,,0.98
2018-02-14,OpenAI,6.85,1.55,55.19,,-0.4
2018-02-15,OpenAI,6.62,2.15,114.7,,0.56
2018-02-16,OpenAI,8.04,2.18,117.69,,0.34
2018-02-17,OpenAI,6.69,2.08,107.68,,-0.66
2018-02-18,OpenAI,4.53,1.95,95.32,,0.96
2018-02-19,OpenAI,6.76,1.84,83.67,,0.08
2018-02-20,OpenAI,6.31,1.69,68.98,,0.59
2018-02-21,OpenAI,5.44,1.73,72.84,,-0.94
2018-02-22,OpenAI,4.93,1.73,73.07,,-0.68
2018-02-23,OpenAI,6.22,2.1,110.45,,0.58
2018-02-24,OpenAI,4.93,1.93,93.47,,0.08
2018-02-25,OpenAI,7.19,2.37,137.12,,0.58
2018-02-26,OpenAI,6.71,1.69,68.96,,0.47
2018-02-27,OpenAI,5.57,1.13,13.03,,-0.4
2018-02-28,OpenAI,6.46,1.17,17.0,,0.44
2018-03-01,OpenAI,7.23,1.34,34.38,,-0.36
2018-03-02,OpenAI,4.83,1.85,85.46,,0.59
2018-03-03,OpenAI,6.92,1.45,44.63,,-0.92
2018-03-04,OpenAI,6.02,2.02,102.11,,-0.72
2018-03-05,OpenAI,5.68,2.03,102.63,,-0.31
2018-03-06,OpenAI,6.84,1.84,83.66,,-0.53
2018-03-07,OpenAI,5.61,1.24,23.67,,-0.88
2018-03-08,OpenAI,6.83,1.47,46.89,,-0.11
2018-03-09,OpenAI,6.96,2.5,150.17,,0.22
2018-03-10,OpenAI,4.46,3.04,203.67,,-0.42
2018-03-11,OpenAI,5.37,2.61,161.04,,-0.79
2018-03-12,OpenAI,7.19,2.27,126.99,,-0.89
2018-03-13,OpenAI,5.73,2.1,109.84,,-0.13
2018-03-14,OpenAI,5.84,1.35,35.2,,-0.01
2018-03-15,OpenAI,4.67,2.42,141.77,,0.75
2018-03-16,OpenAI,6.48,1.91,90.72,AI ethics policy update,1.92
2018-03-17,OpenAI,5.07,1.6,60.03,,0.69
2018-03-18,OpenAI,5.35,2.41,140.96,,0.63
2018-03-19,OpenAI,6.16,2.37,136.58,,0.53
2018-03-20,OpenAI,7.25,2.34,133.79,,-0.24
2018-03-21,OpenAI,7.09,1.27,26.72,,-0.42
2018-03-22,OpenAI,5.77,1.54,53.59,,0.52
2018-03-23,OpenAI,4.8,0.63,-36.86,,0.96
2018-03-24,OpenAI,6.03,2.25,124.91,,-0.08
2018-03-25,OpenAI,5.66,2.13,113.11,,0.83
2018-03-26,OpenAI,6.91,1.93,92.53,,0.68
2018-03-27,OpenAI,4.55,1.86,86.34,,-0.21
2018-03-28,OpenAI,6.79,2.51,151.44,,0.14
2018-03-29,OpenAI,5.3,1.44,44.33,,-0.38
2018-03-30,OpenAI,5.01,1.84,84.04,,0.51
2018-03-31,OpenAI,8.65,2.05,105.39,,0.64
2018-04-01,OpenAI,6.01,1.98,97.72,,0.88
2018-04-02,OpenAI,7.49,1.06,6.28,,0.08
2018-04-03,OpenAI,5.78,1.58,57.92,,-0.93
2018-04-04,OpenAI,5.03,1.71,70.96,,0.17
2018-04-05,OpenAI,5.92,1.35,34.65,,-0.01
2018-04-06,OpenAI,5.23,2.04,104.35,,0.28
2018-04-07,OpenAI,5.83,1.03,2.51,,-0.32
2018-04-08,OpenAI,6.29,2.01,100.9,,-0.61
2018-04-09,OpenAI,6.73,1.53,53.05,,-0.5
2018-04-10,OpenAI,5.64,1.08,7.79,,0.74
2018-04-11,OpenAI,7.3,1.88,88.08,,-0.26
2018-04-12,OpenAI,5.37,1.62,62.14,,-0.88
2018-04-13,OpenAI,5.82,2.2,120.03,,-0.81
2018-04-14,OpenAI,5.53,0.83,-16.79,,-0.15
2018-04-15,OpenAI,7.46,1.43,42.58,,0.99
2018-04-16,OpenAI,6.21,1.33,32.67,,-0.96
2018-04-17,OpenAI,7.63,2.34,134.22,,-0.47
2018-04-18,OpenAI,6.01,1.53,53.39,,0.88
2018-04-19,OpenAI,6.11,0.92,-7.9,,-0.59
2018-04-20,OpenAI,7.63,1.78,77.73,,0.97
2018-04-21,OpenAI,5.53,1.88,88.31,,-0.82
2018-04-22,OpenAI,6.32,1.39,39.26,,0.6
2018-04-23,OpenAI,5.8,1.82,82.17,,0.89
2018-04-24,OpenAI,7.17,2.18,117.87,,-0.6
2018-04-25,OpenAI,6.31,1.15,15.42,,0.99
2018-04-26,OpenAI,6.26,1.38,37.57,,0.86
2018-04-27,OpenAI,5.38,1.76,76.47,AI ethics policy update,-2.7
2018-04-28,OpenAI,7.32,2.52,152.41,,0.59
2018-04-29,OpenAI,6.55,1.71,70.82,,0.13
2018-04-30,OpenAI,7.55,0.97,-3.14,,0.18
2018-05-01,OpenAI,5.82,1.2,19.54,,0.44
2018-05-02,OpenAI,4.51,2.37,136.51,,0.12
2018-05-03,OpenAI,6.44,1.03,2.82,,0.64
2018-05-04,OpenAI,7.54,2.18,118.35,,-0.16
2018-05-05,OpenAI,6.16,2.09,108.57,,0.6
2018-05-06,OpenAI,5.82,2.57,156.52,,0.19
2018-05-07,OpenAI,6.47,1.21,20.52,,-0.31
2018-05-08,OpenAI,8.01,1.62,61.82,,-0.38
2018-05-09,OpenAI,5.97,1.04,4.07,,-0.18
2018-05-10,OpenAI,6.51,1.4,39.52,,-0.18
2018-05-11,OpenAI,5.21,1.85,85.26,,0.23
2018-05-12,OpenAI,5.37,2.53,152.97,,-0.98
2018-05-13,OpenAI,5.41,1.69,68.89,,0.02
2018-05-14,OpenAI,5.41,1.55,55.33,,0.18
2018-05-15,OpenAI,6.34,1.78,77.54,,-0.05
2018-05-16,OpenAI,7.36,2.08,107.8,,0.3
2018-05-17,OpenAI,6.47,1.56,55.65,,0.28
2018-05-18,OpenAI,3.62,1.34,33.52,,0.1
2018-05-19,OpenAI,5.63,2.06,106.11,,-0.7
2018-05-20,OpenAI,5.56,1.76,76.28,,-0.45
2018-05-21,OpenAI,4.78,2.76,175.69,,0.88
2018-05-22,OpenAI,6.1,1.36,35.69,,-0.37
2018-05-23,OpenAI,7.34,2.95,195.05,,0.15
2018-05-24,OpenAI,5.43,0.92,-8.06,,-0.58
2018-05-25,OpenAI,4.32,1.4,39.85,,-0.84
2018-05-26,OpenAI,4.92,0.96,-4.4,,-0.23
2018-05-27,OpenAI,5.73,2.19,118.95,,-0.28
2018-05-28,OpenAI,5.49,0.37,-63.29,,-0.76
2018-05-29,OpenAI,7.2,1.38,37.77,,0.92
2018-05-30,OpenAI,7.96,2.16,115.74,,-0.39
2018-05-31,OpenAI,5.22,2.66,166.45,,0.79
2018-06-01,OpenAI,7.52,2.42,142.08,,0.1
2018-06-02,OpenAI,4.0,0.97,-2.75,,-0.8
2018-06-03,OpenAI,5.04,2.09,108.84,,0.96
2018-06-04,OpenAI,5.89,1.7,69.99,,-0.33
2018-06-05,OpenAI,6.59,2.36,135.57,,0.77
2018-06-06,OpenAI,5.76,1.42,42.06,,-0.7
2018-06-07,OpenAI,7.04,2.22,121.6,,-0.5
2018-06-08,OpenAI,5.89,1.95,95.15,,0.22
2018-06-09,OpenAI,6.75,1.52,52.07,,-0.72
2018-06-10,OpenAI,6.67,0.82,-18.02,,-0.82
2018-06-11,OpenAI,6.73,1.24,23.62,GPT-1 release,3.0
2018-06-12,OpenAI,7.02,2.51,150.92,,0.85
2018-06-13,OpenAI,6.06,1.31,31.04,,0.04
2018-06-14,OpenAI,4.66,2.14,114.35,,-0.86
2018-06-15,OpenAI,4.7,1.65,64.59,,0.53
2018-06-16,OpenAI,6.6,2.31,131.03,,0.87
2018-06-17,OpenAI,5.99,3.55,255.09,,0.86
2018-06-18,OpenAI,6.11,2.32,132.13,,-0.23
2018-06-19,OpenAI,6.49,1.6,60.14,,-0.61
2018-06-20,OpenAI,6.36,1.71,70.69,,0.45
2018-06-21,OpenAI,7.37,1.17,16.9,,-0.72
2018-06-22,OpenAI,6.24,1.27,26.8,,0.31
2018-06-23,OpenAI,5.57,2.01,100.97,,0.83
2018-06-24,OpenAI,6.27,2.16,115.67,,0.78
2018-06-25,OpenAI,4.64,1.77,77.36,,-0.64
2018-06-26,OpenAI,5.64,1.1,10.09,,0.59
2018-06-27,OpenAI,5.02,1.46,46.27,,-0.96
2018-06-28,OpenAI,2.81,2.07,106.6,,-0.91
2018-06-29,OpenAI,7.8,2.15,115.45,,0.53
2018-06-30,OpenAI,6.54,1.38,37.81,,0.46
2018-07-01,OpenAI,6.88,0.4,-60.12,,-0.19
2018-07-02,OpenAI,6.13,1.74,73.6,,0.28
2018-07-03,OpenAI,8.05,1.02,1.59,,0.57
2018-07-04,OpenAI,2.78,2.03,102.83,,-0.61
2018-07-05,OpenAI,6.45,3.14,214.1,,-0.84
2018-07-06,OpenAI,7.71,1.79,79.13,,-0.01
2018-07-07,OpenAI,5.75,2.44,144.15,,0.83
2018-07-08,OpenAI,10.18,1.6,59.69,,0.97
2018-07-09,OpenAI,7.06,1.53,52.58,,-0.89
2018-07-10,OpenAI,4.52,2.43,143.02,,0.85
2018-07-11,OpenAI,5.7,1.88,87.54,,-0.05
2018-07-12,OpenAI,5.44,2.32,132.03,,-0.67
2018-07-13,OpenAI,7.74,1.6,59.54,,0.21
2018-07-14,OpenAI,6.48,1.05,5.34,,-0.02
2018-07-15,OpenAI,5.53,2.63,163.02,,0.48
2018-07-16,OpenAI,6.85,1.4,39.64,,0.13
2018-07-17,OpenAI,8.6,2.05,104.58,,-0.29
2018-07-18,OpenAI,5.62,1.32,32.06,,0.68
2018-07-19,OpenAI,7.06,0.76,-23.55,,-0.7
2018-07-20,OpenAI,6.92,2.13,112.81,,-0.95
2018-07-21,OpenAI,5.79,1.14,13.97,,0.19
2018-07-22,OpenAI,6.25,1.42,41.76,,-0.46
2018-07-23,OpenAI,6.42,1.41,41.1,,0.35
2018-07-24,OpenAI,5.6,1.58,58.1,,0.62
2018-07-25,OpenAI,6.2,2.05,104.65,,-0.86
2018-07-26,OpenAI,6.99,2.85,185.26,,-0.39
2018-07-27,OpenAI,7.44,0.97,-2.63,AI-powered search update,-2.95
2018-07-28,OpenAI,7.25,2.31,130.85,,-0.7
2018-07-29,OpenAI,4.92,1.6,59.75,,0.38
2018-07-30,OpenAI,7.32,1.21,20.67,,-0.42
2018-07-31,OpenAI,5.87,1.52,52.3,,-0.96
2018-08-01,OpenAI,6.54,1.77,76.94,,0.82
2018-08-02,OpenAI,7.88,1.53,52.84,,-0.29
2018-08-03,OpenAI,6.91,2.36,135.77,,0.71
2018-08-04,OpenAI,7.52,1.27,26.91,,0.49
2018-08-05,OpenAI,7.59,1.61,60.82,,-0.5
2018-08-06,OpenAI,5.2,2.25,124.54,,0.07
2018-08-07,OpenAI,5.25,1.92,91.6,,-0.96
2018-08-08,OpenAI,5.71,1.39,38.51,,0.37
2018-08-09,OpenAI,5.84,2.27,126.86,,-0.4
2018-08-10,OpenAI,5.48,1.86,85.88,,-0.54
2018-08-11,OpenAI,5.55,1.48,47.94,,-0.11
2018-08-12,OpenAI,6.1,2.04,104.26,,0.36
2018-08-13,OpenAI,7.15,2.55,155.13,,0.15
2018-08-14,OpenAI,7.15,2.04,104.47,,0.43
2018-08-15,OpenAI,5.19,2.07,106.72,,-0.41
2018-08-16,OpenAI,6.19,1.58,57.96,,0.27
2018-08-17,OpenAI,4.95,0.57,-43.14,,0.39
2018-08-18,OpenAI,6.96,2.45,145.45,,0.85
2018-08-19,OpenAI,6.31,1.26,25.81,,-0.64
2018-08-20,OpenAI,7.18,1.19,19.36,,0.82
2018-08-21,OpenAI,2.86,1.26,26.43,,-0.52
2018-08-22,OpenAI,5.12,2.6,160.1,,0.27
2018-08-23,OpenAI,6.51,1.7,70.35,,0.77
2018-08-24,OpenAI,6.33,1.61,60.71,,0.78
2018-08-25,OpenAI,5.07,1.43,43.02,,0.62
2018-08-26,OpenAI,5.3,2.33,133.34,,0.22
2018-08-27,OpenAI,6.39,1.22,22.38,,-0.37
2018-08-28,OpenAI,5.0,1.39,39.42,,0.42
2018-08-29,OpenAI,7.0,1.21,21.21,,0.29
2018-08-30,OpenAI,6.97,1.54,54.3,,-0.95
2018-08-31,OpenAI,6.83,0.99,-0.84,,-0.2
2018-09-01,OpenAI,5.51,1.93,92.57,,0.59
2018-09-02,OpenAI,6.89,2.28,127.63,,0.83
2018-09-03,OpenAI,6.18,1.61,61.07,,0.48
2018-09-04,OpenAI,6.28,2.3,129.8,,0.47
2018-09-05,OpenAI,7.56,1.45,45.13,,-0.18
2018-09-06,OpenAI,6.61,1.18,17.81,,-0.36
2018-09-07,OpenAI,7.29,1.72,72.13,,0.56
2018-09-08,OpenAI,5.94,1.67,66.74,,0.14
